Customer No		Interarrival Time		Arrival Time
1				 0						 0
2				 33						 33
3				 36						 69
4				 27						 96
5				 15						 111
6				 43						 154
7				 35						 189
8				 36						 225
9				 42						 267
10				 49						 316
11				 21						 337
12				 12						 349
13				 27						 376
14				 40						 416
15				 9						 425
16				 13						 438
17				 26						 464
18				 40						 504
19				 26						 530
20				 22						 552
